#,Module,คำถาม (ลูกค้าแจ้ง),คำตอบ (มาตรฐาน)
1249,ห้องเวชระเบียน,สอบถาม วันที่และเวลา DC จะขึ้นตอนไหน เอกสาร 35,หากบันทึกเอกสารก่อน d/c เอกสารจะไม่แสดงวันที่จำหน่าย จะต้องไป Edit ที่เอกสารอีกครั้ง หากบันทึกเอกสารหลังการ d/c วันที่จำหน่ายจะแสดงปกติ
1250,ห้องเวชระเบียน,ใบDead หมู่ไม่มาค่ะ นามสกุลบิดา-มารดาในใบdead ไม่ต้องลิงค์มาได้ไหมคะ,ฐานข้อมูลรพ.มีลงข้อมูลไว้นะคะ
1251,ห้องเวชระเบียน,ตรงลายเซ็นต์แพทย์รบกวนไม่ต้องลิงค์มาได้ไหมคะ พอดีเอาไปยื่นราชการไม่ได้ค่ะ,ส่วนนี้จะลบอัตโนมัติไม่ได้นะคะ
1252,ห้องเวชระเบียน,ใบ MAR ดูไม่ได้,จากการตรวจสอบไม่มีรายการยา ทำให้ใบ mar ไม่สามารถแสดงเอกสารได้ค่ะ
1253,ห้องเวชระเบียน,อยากลบแบบฟอร์มนี้ ลบยังไงคะ,ลบตามขั้นตอนนี้ได้เลยนะคะ
1254,ห้องเวชระเบียน,ลบอันแรกในเอกสารแบบบันทึกการดูแลทารกแรกเกิดสุขภาพดี ที่47,ส่วนนี้มีการเข้าใช้งานอยู่
1255,ห้องเวชระเบียน,error หน้า แฟ้มเวชระเบียน,รีเฟรชอีกครั้ง เนื่องจากคอมรพ.ค้าง
1256,ห้องเวชระเบียน,เราสามารถ ทำให้ 317 มาอยู่ ต่อ 2,ขอเก็บข้อมูลเพื่อเป็นการพัฒนาระบบต่อไป
1257,ห้องเวชระเบียน,3.ฟอร์มงานจิตเวช มีอยู่แล้ว อยู่ในเอกสารการพยาบาล,**ส่วนนี้หมายถึงเอกสารไม่เข้าไป ที่หมวด ขอทราบหมายเลข เอกสารและหมวดเพื่อตรวจสอบ
1258,ห้องเวชระเบียน,adminแบบประเมินภาวะทุพโภชนาการคือใบในในระบบipd,เอกสารพยาบาลที่ 263 ใช้
1259,ห้องเวชระเบียน,AN 680000509 วิวใบ Mar ไม่,ไม่สั่งออเดอร์รายการยาจาก Neo
1260,ห้องเวชระเบียน,ดูในเวชระเบียร ข้อมูลใบ MARไม่แสดง,จากการตรวจสอบเคสนี้ไม่มีประวัติการสั่งยาที่กินในวอร์ด เลยทำให้ในแฟ้มเวชระเบียนไม่แสดง
